	-0.1583828	-0.1428322	0.0335618
	-0.1620774	-0.2035764	0.03625
	-0.137955	-0.2061422	0.0796966
	-0.14441	-0.056852	0.0870738
	-0.1649368	-0.0589364	0.0330146
	-0.01360816	-0.144056	0.1486844
	-0.01242904	-0.208099	0.1418652
	-0.001697158	-0.2063942	0.1423046
	-0.01343688	-0.0621986	-0.1259792
	0.000881576	-0.064002	-0.124068
	-8.39234E-05	-0.1448196	-0.0960724
	-0.140572	-0.1433704	-0.060785
	-0.1423832	-0.0625878	-0.0830906
	-0.110727	-0.064126	-0.111768
	-0.1571422	-0.1425774	-0.0151062
	-0.1619538	-0.0624814	-0.01839866
	-0.111533	-0.1463084	0.125312
	-0.1237216	-0.057359	0.1221462
	-0.0499096	-0.0628564	-0.1232808
	-0.0204724	-0.143862	-0.097533
	-0.0309452	-0.1999494	-0.0892608
	-0.0702064	-0.1995852	-0.0822178
	-0.0572872	-0.1444		-0.0937298
	-0.1170472	-0.2056362	0.1189128
	-0.070721	-0.2065314	0.137122
	-0.0171318	-0.049993	0.1496636
	-0.0790562	-0.0625104	0.1434182
	-0.0684192	-0.1442892	0.1438508
	-0.1522712	-0.200052	-0.0471942
	-0.1649968	-0.2044036	-0.00738906
	-0.1171452	-0.200485	-0.0675998
	-0.1101478	-0.1460122	-0.0805546
	3.8147E-06	-0.0433732	0.1467308
	-0.0334056	-0.539954	-0.01499024
	-0.1148536	-0.478444	-0.1415436
	-0.167749	-0.466164	-0.1216492
	-0.1721378	-0.43077	-0.1225464
	-0.113755	-0.444966	-0.1475894
	-0.0520954	-0.436986	-0.1495822
	-0.0490814	-0.477414	-0.1404098
	-0.00339852	-0.474212	-0.1353684
	-0.1886058	-0.427882	-0.0848312
	-0.159916	-0.2543228	0.056871
	-0.1359452	-0.2536758	0.0795452
	-0.1057522	-0.357544	0.0848214
	-0.0845092	-0.394374	0.089906
	-0.0839572	-0.382634	0.0884472
	-0.0814376	-0.384202	0.09244
	-0.0929084	-0.325228	0.110448
	-0.0268902	-0.437538	0.090104
	-0.00395622	-0.43969	0.0925854
	-0.00348434	-0.388704	0.108871
	-0.086187	-0.2506824	-0.0859516
	-0.1312436	-0.2504754	-0.0759372
	-0.1671504	-0.2521816	-0.00661582
	-0.1371594	-0.330768	0.0835732
	-0.0624778	-0.323958	0.118365
	-0.067057	-0.2522064	0.1291134
	-0.0503098	-0.428592	0.0869488
	-0.0324704	-0.387206	0.1081044
	-0.00424386	-0.479678	0.0594372
	-0.0233016	-0.503638	0.0246682
	-0.0330014	-0.477976	0.0569642
	-0.0394828	-0.47601	0.0529132
	-0.0041977	-0.51938	-0.0555484
	-0.00431404	-0.50422	0.0128109
	-0.119423	-0.41288	0.0840892
	-0.0847622	-0.41822	0.0888172
	-0.1622216	-0.318052	0.0586078
	-0.174435	-0.31344	-0.00766754
	-0.1814044	-0.313456	-0.0515214
	-0.1580754	-0.2501514	-0.0507592
	-0.1738586	-0.314496	-0.0746216
	-0.0542026	-0.391754	-0.1476722
	-0.0503944	-0.316356	-0.1254204
	-0.001817704	-0.320644	-0.1257828
	-0.1134682	-0.397766	-0.1433414
	-0.1010552	-0.315348	-0.1179532
	-0.1721394	-0.385676	-0.1183674
	-0.1555908	-0.31567	-0.0994014
	-0.1900506	-0.37145	-0.0869174
	-0.188329	-0.361204	-0.0515206
	-0.1876378	-0.355574	-0.00741692
	-0.0442108	-0.51136	-0.1197418
	-0.113359	-0.509452	-0.126284
	-0.0502812	-0.517716	-0.1190018
	-0.1782028	-0.359376	0.044579
	-0.1903332	-0.391832	0.051056
	-0.1565116	-0.396774	0.073476
	-0.1452442	-0.365566	0.0663082
	-0.204154	-0.398028	-0.00828324
	-0.159925	-0.491486	-0.1135232
	-0.1039456	-0.252338	0.1181938
	-0.0425266	-0.2508102	-0.0932278
	-0.001195144	-0.2519844	-0.1006896
	-0.00254632	-0.396798	-0.144257
	-0.0029869	-0.439202	-0.1458538
	-0.0222474	-0.478698	0.0581424
	-0.057343	-0.387876	0.1035512
	-0.0314152	-0.323014	0.1236802
	-0.064999	-0.430432	0.079655
	-0.0553414	-0.4296		0.0801388
	-0.00378266	-0.502302	-0.1135838
	-0.01612282	-0.522044	-0.0474796
	-0.0299724	-0.252388	0.1344848
	-0.00214882	-0.2526832	0.1332848
	-0.1608712	-0.506948	-0.1202538
	-0.221218	-0.49934	-0.0418728
	-0.20225	-0.502854	-0.0961566
	-0.223656	-0.504202	0.001607894
	-0.1758884	-0.519442	0.0692588
	-0.211168	-0.511924	0.0508912
	-0.131546	-0.524476	0.0723076
	-0.0939614	-0.53025	0.059457
	-0.0535954	-0.53656	0.0250466
	-0.0852256	-0.47123	0.0751156
